"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"1013606"	"#1013534"	"Story"	"Lab - Maintain WDEs - Debug, recovery, repair, RF calibration, and IULAN - Brian (15.4)"	"EA 15.4"	"New"	"3"	""
"1013605"	"#1013534"	"Story"	"Lab - Maintain WDEs - Debug, recovery, repair, RF calibration, and IULAN - Mark C  (15.4)"	"EA 15.4"	"New"	"2"	""
"1013604"	"#1013534"	"Story"	"Lab - Maintain Labs - RBS / RNC Network debug, recovery and repair - Reynolds(15.4)"	"EA 15.4"	"New"	"1"	""
"1013603"	"#1013534"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Marroquin (15.4)"	"EA 15.4"	"New"	"2"	""
"1013602"	"#1013534"	"Story"	"Lab - Maintain Labs - Core Network debug, recovery and repair - Dave (15.3)"	"EA 15.3"	"Implementing"	"1"	""
"1013601"	"#1013534"	"Story"	"Lab - Maintain Labs - Facility Management, security, GFE, calibration, test equipment repairs - Tim (15.3)"	"EA 15.3"	"Implementing"	"5"	""
"1013600"	"#1013534"	"Story"	"Lab - Maintain Labs - Labs Scheduling and Maintenance - Havis (15.3)"	"EA 15.3"	"New"	"5"	""
"1013599"	"#1013534"	"Story"	"Lab - Maintain Labs - NMS SME Support - McCord (tape) (15.3)"	"EA 15.3"	"New"	"1"	""
"1013598"	"#1013534"	"Story"	"Lab - Maintain Labs - NMS, Secure Servers outage debug, recovery and repair - McCord (15.4)"	"EA 15.4"	"New"	"1"	""
"1013597"	"#1013534"	"Story"	"Lab - Maintain Labs - PRC 155 repairs and status - Tim (15.3)"	"EA 15.3"	"Implementing"	"1"	""
"1013596"	"#1013534"	"Story"	"Lab - Maintain Labs - RBS/RNC Health Checks (15.3)"	"EA 15.3"	"New"	"1"	""
"1013595"	"#1013534"	"Story"	"Lab - Maintain Labs - RF maintenance and problem resolution (non-WDE radio work) - Brian (15.3)"	"EA 15.3"	"New"	"2"	""
"1013594"	"#1013534"	"Story"	"Lab - Maintain Labs - RF, WCTB, WILMAs outage debug, recovery and repair - Tom OR Glen (15.2)"	"EA 15.2"	"Done"	"2"	""
"1013593"	"#1013534"	"Story"	"Lab - Maintain Labs - Support - Provide NMS and Provisioning Support for SSCPAC Testing - Havis (15.3)"	"EA 15.3"	"New"	"2"	""
"1013592"	"#1013534"	"Story"	"Lab - Maintain Labs - Technician including lab maintenance, installs and repairs - Val (15.3)"	"EA 15.3"	"New"	"5"	""
"1013591"	"#1013534"	"Story"	"Lab - Maintain Labs - V-Labs Network and Account Administrator - Allen (15.3)"	"EA 15.3"	"Implementing"	"2"	""
"1013590"	"#1013534"	"Story"	"Lab - Maintain OTA Call Banks - Carl (15.3)"	"EA 15.3"	"New"	"3"	""
"1013589"	"#1013534"	"Story"	"Feature 1013534: Lab - Maintain OTA Call Banks - SME Support - Loretta (15.3)"	"EA 15.3"	"New"	"1"	""
"1013588"	"#1013534"	"Story"	"Lab - Maintain WDEs - Debug, recovery, repair, RF calibration, and IULAN - Brian (15.3)"	"EA 15.3"	"New"	"3"	""
"1013587"	"#1013534"	"Story"	"Lab - Maintain WDEs - Debug, recovery, repair, RF calibration, and IULAN - Mark C  (15.3)"	"EA 15.3"	"Implementing"	"2"	""
"1013586"	"#1013534"	"Story"	"Lab - Maintain Labs - RBS / RNC Network debug, recovery and repair - Reynolds(15.3)"	"EA 15.3"	"Implementing"	"1"	""
"1013585"	"#1013534"	"Story"	"Lab - Maintain Labs - Work MUOS test process document to resolve CAR 15.1"	"EA 15.1"	"Invalid"	"0"	""
"1013584"	"#1013534"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Marroquin (15.3)"	"EA 15.3"	"New"	"2"	""
"1013583"	"#1013534"	"Story"	"Lab - Maintain Labs - RF, WCTB, WILMAs outage debug, recovery and repair - Tom OR Glen (15.3)"	"EA 15.3"	"Implementing"	"2"	""
"1013582"	"#1013534"	"Story"	"Lab - Maintain Labs - Technician 2 including lab maintenance, installs and repairs - Beth (15.3)"	"EA 15.3"	"New"	"3"	""
"1013581"	"#1013534"	"Story"	"Lab - Maintain Labs - Core Network debug, recovery and repair - Dave (15.2)"	"EA 15.2"	"Done"	"1"	""
"1013580"	"#1013534"	"Story"	"Lab - Maintain Labs - Facility Management, security, GFE, calibration, test equipment repairs - Tim (15.2)"	"EA 15.2"	"Done"	"5"	""
"1013579"	"#1013534"	"Story"	"Lab - Maintain Labs - Labs Scheduling and Maintenance - Havis (15.2)"	"EA 15.2"	"Done"	"5"	""
"1013578"	"#1013534"	"Story"	"Lab - Maintain Labs - NMS SME Support - McCord (Tape) (15.2)"	"EA 15.2"	"Done"	"1"	""
"1013577"	"#1013534"	"Story"	"Lab - Maintain Labs - NMS, Secure Servers outage debug, recovery and repair - McCord (15.3)"	"EA 15.3"	"Implementing"	"1"	""
"1013576"	"#1013534"	"Story"	"Lab - Maintain Labs - PRC 155 repairs and status - Tim (15.2)"	"EA 15.2"	"Done"	"1"	""
"1013575"	"#1013534"	"Story"	"Feature 1013534: Lab - Maintain Labs - RAN outage debug, recovery, repair and Maintenance - Katy (15.2)"	"EA 15.2"	"Done"	"1"	""
"1013574"	"#1013534"	"Story"	"Lab - Maintain Labs - RBS/RNC Health Checks (15.2)"	"EA 15.2"	"Done"	"1"	""
"1013573"	"#1013534"	"Story"	"Lab - Maintain Labs - RF maintenance and problem resolution (non-WDE radio work) - Brian (15.2)"	"EA 15.2"	"Done"	"2"	""
"1013572"	"#1013534"	"Story"	"Lab - Maintain Labs - Support - Provide NMS and Provisioning Support for SSCPAC Testing - Havis (15.2)"	"EA 15.2"	"Done"	"2"	""
"1013571"	"#1013534"	"Story"	"Lab - Maintain Labs - Technician 2 including lab maintenance, installs and repairs - Beth (15.2)"	"EA 15.2"	"Done"	"5"	""
"1013570"	"#1013534"	"Story"	"Lab - Maintain Labs - Technician including lab maintenance, installs and repairs - Val (15.2)"	"EA 15.2"	"Done"	"8"	""
"1013569"	"#1013534"	"Story"	"Lab - Maintain Labs - V-Labs Network and Account Administrator - Allen (15.2)"	"EA 15.2"	"Done"	"2"	""
"1013568"	"#1013534"	"Story"	"Lab - Maintain OTA Call Banks - Carl (15.2)"	"EA 15.2"	"Done"	"3"	""
"1013567"	"#1013534"	"Story"	"Lab - Maintain WDEs - Debug, recovery, repair, RF calibration, and IULAN - Brian (15.2)"	"EA 15.2"	"Done"	"3"	""
"1013566"	"#1013534"	"Story"	"Lab - Maintain WDEs - Debug, recovery, repair, RF calibration, and IULAN - Mark C  (15.2)"	"EA 15.2"	"Done"	"2"	""
"1013565"	"#1013534"	"Story"	"Lab - Maintain Labs - RBS / RNC Network debug, recovery and repair - Reynolds(15.2)"	"EA 15.2"	"Done"	"1"	""
"1013564"	"#1013534"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Marroquin (15.2)"	"EA 15.2"	"Done"	"2"	""
"1013563"	"#1013534"	"Story"	"Lab - Maintain Labs - Core Network debug, recovery and repair - Dave (15.1)"	"EA 15.1"	"Done"	"1"	""
"1013562"	"#1013534"	"Story"	"Lab - Maintain Labs - Facility Management, security, GFE, calibration, test equipment repairs - Tim (15.1)"	"EA 15.1"	"Done"	"5"	""
"1013561"	"#1013534"	"Story"	"Lab - Maintain Labs - Labs Scheduling and Maintenance - Havis (15.1)"	"EA 15.1"	"Done"	"5"	""
"1013560"	"#1013534"	"Story"	"Lab - Maintain Labs - NMS SME Support - Colin (15.1)"	"EA 15.1"	"Done"	"1"	""
"1013559"	"#1013534"	"Story"	"Lab - Maintain Labs - NMS, Secure Servers outage debug, recovery and repair - McCord (15.2)"	"EA 15.2"	"Done"	"1"	""
"1013558"	"#1013534"	"Story"	"Lab - Maintain Labs - PRC 155 repairs and status - Tim (15.1)"	"EA 15.1"	"Done"	"1"	""
"1013557"	"#1013534"	"Story"	"Feature 1013534: Lab - Maintain Labs - RAN outage debug, recovery, repair and Maintenance - Katy (15.1)"	"EA 15.1"	"Done"	"1"	""
"1013556"	"#1013534"	"Story"	"Lab - Maintain Labs - RBS/RNC Health Checks (15.1)"	"EA 15.1"	"Done"	"1"	""
"1013555"	"#1013534"	"Story"	"Lab - Maintain Labs - RF maintenance and problem resolution (non-WDE radio work) - Brian (15.1)"	"EA 15.1"	"Done"	"2"	""
"1013554"	"#1013534"	"Story"	"Lab - Maintain Labs - Support - Provide NMS and Provisioning Support for SSCPAC Testing - Havis (15.1)"	"EA 15.1"	"Done"	"2"	""
"1013553"	"#1013534"	"Story"	"Lab - Maintain Labs - Technician 2 including lab maintenance, installs and repairs - Beth (15.1)"	"EA 15.1"	"Done"	"5"	""
"1013552"	"#1013534"	"Story"	"Lab - Maintain Labs - Technician including lab maintenance, installs and repairs - Val (15.1)"	"EA 15.1"	"Done"	"5"	""
"1013551"	"#1013534"	"Story"	"Lab - Maintain Labs - V-Labs Network and Account Administrator - Allen (15.1)"	"EA 15.1"	"Done"	"2"	""
"1013550"	"#1013534"	"Story"	"Lab - Maintain OTA Call Banks - Carl (15.1)"	"EA 15.1"	"Done"	"3"	""
"1013549"	"#1013534"	"Story"	"Feature 1013534: Lab - Maintain OTA Call Banks - SME Support - Loretta (15.1)"	"EA 15.1"	"Done"	"1"	""
"1013548"	"#1013534"	"Story"	"Lab - Maintain WDEs - Debug, recovery, repair, RF calibration, and IULAN - Brian (15.1)"	"EA 15.1"	"Done"	"3"	""
"1013547"	"#1013534"	"Story"	"Lab - Maintain WDEs - Debug, recovery, repair, RF calibration, and IULAN - Mark C (15.1)"	"EA 15.1"	"Done"	"2"	""
"1013546"	"#1013534"	"Story"	"Lab - Maintain Labs - RBS / RNC Network debug, recovery and repair - Reynolds(15.1)"	"EA 15.1"	"Done"	"1"	""
"1013545"	"#1013534"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Marroquin (15.1)"	"EA 15.1"	"Done"	"2"	""
"1013544"	"#1013534"	"Story"	"Lab - Maintain Labs - RF, WCTB, WILMAs outage debug, recovery and repair - Tom OR Glen (15.1)"	"EA 15.1"	"Done"	"2"	""
"1013543"	"#1013534"	"Story"	"Lab - Maintain Labs - NMS, Secure Servers outage debug, recovery and repair - Carl  (15.1)"	"EA 15.1"	"Invalid"	"0"	""
"1013535"	"#387109"	"Story"	"Lab SME support for installation of HW in VLAB lab"	"Unassigned"	"Invalid"	"0"	""
"1013534"	"#262134"	"Feature"	"Lab - Maintain Labs for Integration, Testing and Test Events with minimal down time (PI-15)"	"EA 15.5"	"Implementing"	""	""
"1013524"	"#1015771"	"Story"	"Install and configure a Docker single instance"	"Unassigned"	"Invalid"	"0"	"#1014305"
"1013523"	"#1013234"	"Story"	"Feature 1013234: Implement Spring MVC prototype (Part 1)"	"EA 15.1"	"Done"	"5"	""
"1013522"	"#1013234"	"Story"	"Feature 1013234: Configure Spring/TomEE environment"	"EA 15.1"	"Done"	"3"	""
"1013521"	"#1013234"	"Story"	"Feature 1013234: PPA Prototyping Support (SE) 15.2"	"EA 15.2"	"Done"	"2"	""
"1013520"	"#1013234"	"Story"	"Feature 1013234: PPA Prototyping Support (SE) 15.1"	"EA 15.1"	"Done"	"2"	""
"1013512"	"#380808"	"Story"	"Feature 380808 Verify that existing Nutanix 360 IETM Alarm Recovery Procedures are ready for a Feature Demo"	"PI 16"	"New"	"3"	""
"1013511"	"#384136"	"Story"	"Feature 384136: Incorporate Alarm Recovery Procedures into Nutanix STCD"	"EA 14.4"	"Done"	"3"	""
"1013510"	"#380808"	"Story"	"Feature 380808: UX Research and Design Support for Nutanix and Cisco"	"PI 15"	"Invalid"	"0"	""
"1013509"	"#380808"	"Story"	"Feature 380808: Update the JDTA and KSAs for Nutanix and Cisco"	"PI 16"	"New"	"3"	""
"1013508"	"#380808"	"Story"	"Feature 380808: Patch the Firewall and Load Balancer in SWIT"	"EA 15.2"	"Done"	"2"	""
"1013507"	"#1013496"	"Story"	"Incorporate Review Comments to Answers to PMW-146 Questions Related to Top Secret WCDMA Operation"	"EA 15.4"	"New"	"1"	""
"1013506"	"#384036"	"Story"	"Feature 384036: Perform Initial Scan of Cisco Switch"	"EA 14.4"	"Done"	"1"	""
"1013504"	"#1013496"	"Story"	"Review Answers to PMW-146 Questions Related to Top Secret WCDMA Operation"	"EA 15.4"	"New"	"1"	""
"1013503"	"#384036"	"Story"	"Feature 384036: Review and Build the Cisco Switch"	"EA 14.5"	"Done"	"2"	""
"1013502"	"#1013496"	"Story"	"Answer PMW-146 Questions Related to Top Secret WCDMA Operation"	"EA 15.3"	"Implementing"	"3"	""
"1013500"	"#380808"	"Story"	"Feature 380808: (IA) MFR 3 – CSE Completes Early CAP for Cisco Switch"	"EA 15.2"	"Done"	"3"	""
"1013499"	"#380808"	"Story"	"Feature 380808: MFR 3 – CSE Completes Final CAP for Cisco Switch"	"PI 16"	"New"	"1"	""
"1013498"	"#380808"	"Story"	"Feature 380808: Address issues from IA Refresh Scan/STIG of Cisco (2600)"	"EA 15.2"	"Invalid"	"0"	""
"1013497"	"#380808"	"Story"	"Feature 380808 Re-Scan and STIG Cisco Switch (2600) after the 4/17 refresh date."	"EA 15.1"	"Invalid"	"0"	""
"1013496"	"#243422"	"Feature"	"Investigate PMW-146 Questions Related to Top Secret WCDMA Services"	"EA 15.4"	"Implementing"	""	""
"1013494"	""	"Task"	"Story 393213: CM Release of 99-TBD– Cluster 200 – HW-SW Map (EAD 17)"	"PI 15"	"Invalid"	""	""
"1013493"	"#380808"	"Story"	"Complete Peer Review and Update:  99-TBD–Cluster 200 – HW-SW Map for final Nutanix 360 Configuration"	"PI 16"	"New"	"2"	""
"1013491"	"#395871"	"Story"	"Feature 395871: TOFF LOE - FRB Support - EA 14.3"	"EA 14.3"	"Done"	"1"	""
"1013484"	"#1012748"	"Story"	"Canada FMS Capability Spec PI 16 placeholder #1"	"PI 16"	"Invalid"	"0"	""
"1013483"	"#1012748"	"Story"	"Canada FMS Capability Spec PI 16 placeholder"	"PI 16"	"Invalid"	"0"	""
"1013481"	"#1012748"	"Story"	"Canada FMS Capability Spec PI 16 placeholder"	"PI 16"	"Invalid"	"0"	""
"1013477"	"#1012748"	"Story"	"Canada FMS Capability Spec PI 15 placeholder #2"	"PI 15"	"Invalid"	"0"	""
"1013476"	"#1012748"	"Story"	"Canada FMS Capability Spec: Authoring and technical lead of CS"	"EA 15.1"	"Done"	"3"	""
"1013471"	"#354680"	"Story"	"Feature 354680 Splunk Backup Removal Impacts - Tectia Updates (Part 2)"	"EA 14.4"	"Done"	"3"	""
"1013470"	"#1013452"	"Story"	"Feature 1013452: Initiate CM PDO Processing for all CI's"	"PI 16"	"New"	"1"	""
"1013469"	"#1013452"	"Story"	"Feature 1013452:- Prep and Perform Feature Demo – Customer Demo Event"	"PI 16"	"New"	"1"	"#1013470"
"1013468"	"#1013452"	"Story"	"Feature 1013452: Review the Final STCD (including Site Functional Test Plan) and get customer stakeholder approval"	"PI 16"	"New"	"2"	"#1013469"
"1013467"	"#1013452"	"Story"	"Feature 1013452: FInalize, Execute STCD Feature Integration and testing including STCD updates identified"	"PI 16"	"New"	"2"	"#1013469"
"1013466"	"#1013452"	"Story"	"Feature 1013452: Provide Development inputs to AMP common document"	"PI 16"	"New"	"2"	"#1013469"
"1013465"	"#1013452"	"Story"	"Feature 1013452: MFR 3 - CSE Completes Final CAP  (Ephemeris push)"	"PI 16"	"New"	"5"	"#1013469"
"1013464"	"#1013452"	"Story"	"Feature 1013452: MFR 3 - Dev Team Resolves Final ACAS Scan and STIG Findings  (Ephemeris push) - WILL BE DONE BY ZETA"	"Unassigned"	"Invalid"	"0"	"#1013465
#1013469"
"1013463"	"#1013452"	"Story"	"Feature 1013452: Incorporation of IETM updates and integration support - Geolocation Support, Maintenance  Zeta EAD 18 (includes Ephemeris to SIPRNet)"	"EA 15.5"	"New"	"1"	""
"1013462"	"#1013452"	"Story"	"Feature 1013452: Review IETM Updates for Geo EAD 18 (Ephemeris push)"	"PI 16"	"New"	"3"	""
"1013461"	"#1013452"	"Story"	"Feature 1013452: Develop Potential IETMs and Perform Development Testing"	"EA 15.4"	"New"	"3"	"#1013469
#1013463"
"1013460"	"#1013452"	"Story"	"Feature 1013452:MFR 3 - Dev Team Resolves ACAS Scan and STIG Findings  (Ephemeris push) - WILL BE DONE BY ZETA"	"Unassigned"	"Invalid"	"0"	"#1013464"
"1013459"	"#1013452"	"Story"	"Feature 1013452: MFR 3 - Dev Team Supports Initial Cybersecurity Assessment (Ephemeris push) - WILL BE DONE BY ZETA"	"Unassigned"	"Invalid"	"0"	"#1013460"
"1013458"	"#1013452"	"Story"	"Feature 1013452: MFR 3 - CSE Performs initial Cybersecurity Assessment  (Ephemeris push)"	"PI 16"	"New"	"5"	"#1013459"
"1013457"	"#1013452"	"Story"	"Feature 1013452: Perform Iterative Implementation, Integration, development Testing including updating design"	"Unassigned"	"Invalid"	"0"	"#1013458
#1013469"
"1013456"	"#1013452"	"Story"	"Feature 1013452: Provide Deployment Notes and Operator Impact Inputs"	"PI 16"	"New"	"1"	"#1013469"
"1013455"	"#1013452"	"Story"	"Feature 1013452: Update SIPRNet workstation for Ephemeris"	"EA 15.2"	"Done"	"3"	"#1013469
#1013467
#1013457
#1013468"
"1013454"	"#1013452"	"Story"	"Feature 1013452: Support Zeta EAD 18 Release (EA 15.4)"	"EA 15.4"	"New"	"1"	""
"1013453"	"#1013452"	"Task"	"Feature 1013452: Hold Feature Review with SMEs"	"EA 15.2"	"Done"	""	""
"1013452"	"#1006483"	"Feature"	"MUOS Geolocation Support, Maintenance  Zeta EAD 18 (includes Ephemeris to SIPRNet)"	"PI 16 - In Progress"	"Implementing"	""	""
"1013449"	"#1013431"	"Task"	"<Feature xxx>: Initiate CM PDO Processing for all CI's"	"Unassigned"	"Invalid"	""	""
"1013448"	"#1013431"	"Task"	"<Feature xxx>- Prep and Perform Feature Demo – Customer Demo Event"	"Unassigned"	"Invalid"	""	"#1013449"
"1013447"	"#1013431"	"Task"	"<Feature xxx>: Review the Site Functional Test Plan within STCD and get customer stakeholder approval"	"Unassigned"	"Invalid"	""	"#1013448"
"1013446"	"#1013431"	"Task"	"<Feature xxx>: Execute STCD Feature Integration and testing including STCD updates identified"	"Unassigned"	"Invalid"	""	"#1013448"
"1013445"	"#1013431"	"Task"	"<Feature xxx>: Provide Development inputs to common documents"	"Unassigned"	"Invalid"	""	"#1013448"
"1013444"	"#1013431"	"Task"	"<Feature xxx>: MFR 3 – CSE Completes Final CAP (Change back to Cyber)"	"Unassigned"	"Invalid"	""	"#1013448"
"1013443"	"#1013431"	"Task"	"<Feature xxx>: MFR 3 – Dev Team Resolves Final ACAS Scan and STIG Findings"	"Unassigned"	"Invalid"	""	"#1013444
#1013448"
"1013442"	"#1013431"	"Task"	"<Feature xxx>: ILS Incorporation of IETM updates and integration support (Change back to Falcons)"	"Unassigned"	"Invalid"	""	""
"1013441"	"#1013431"	"Task"	"<Feature xxx> UX Research and Design Support (Change back to UX Team)"	"Unassigned"	"Invalid"	""	""
"1013440"	"#1013431"	"Task"	"<Feature xxx>: Develop IETMs and Perform Development Testing"	"Unassigned"	"Invalid"	""	"#1013448"
"1013439"	"#1013431"	"Task"	"<Feature xxx>:MFR 3 – Dev Team Resolves ACAS Scan and STIG Findings"	"Unassigned"	"Invalid"	""	"#1013443"
"1013438"	"#1013431"	"Task"	"<Feature xxx>: MFR 3 - Dev Team Supports Initial Cybersecurity Assessment"	"Unassigned"	"Invalid"	""	"#1013439"
"1013437"	"#1013431"	"Task"	"<Feature xxx>: MFR 3 – CSE Performs initial Cybersecurity Assessment"	"Unassigned"	"Invalid"	""	"#1013438"
"1013436"	"#1013431"	"Task"	"<Feature xxx>: Perform Iterative Implementation, Integration, development Testing including updating design"	"Unassigned"	"Invalid"	""	"#1013437
#1013448"
"1013435"	"#1013431"	"Task"	"<Feature xxx>: Provide Deployment Notes and Operator Impact Inputs"	"Unassigned"	"Invalid"	""	"#1013448"
"1013434"	"#1013431"	"Task"	"<Feature xxx>: Create STCD and review with stakeholders"	"Unassigned"	"Invalid"	""	"#1013446
#1013448
#1013447
#1013436"
"1013433"	"#1013431"	"Task"	"<Feature xxx> Document Initial capability specification and detailed design to start Implementation"	"Unassigned"	"Invalid"	""	"#1013435
#1013436
#1013434"
"1013432"	"#1013431"	"Task"	"<Feature xxx> Hold Feature Review with SMEs"	"Unassigned"	"Invalid"	""	""
"1013431"	""	"Feature"	"<Feature xxx> MFR3 Template"	"Unassigned"	"Rejected"	""	""
"1013430"	"#1013452"	"Story"	"Feature 1013452: Support Zeta EAD 18 Release (EA 15.3)"	"EA 15.3"	"Implementing"	"3"	""
"1013426"	"#1013452"	"Story"	"Feature 1013452: Integrate Zeta drop for Ephemeris push (EA 15.4)"	"EA 15.4"	"New"	"3"	""
"1013425"	"#1013452"	"Story"	"Feature 1013452: Implement and test LB Configs for Ephemeris push - investigation needed"	"EA 15.2"	"Done"	"3"	"#1013426"
"1013424"	"#1013452"	"Story"	"Feature 1013452: Integrate Zeta drop for Ephemeris push (EA 15.3)"	"EA 15.3"	"Implementing"	"5"	""
"1013423"	"#1013452"	"Story"	"Feature 1013452: Support Zeta EAD 18 Release (EA 16.3)"	"PI 16"	"New"	"1"	""
"1013422"	"#1013452"	"Story"	"Feature 1013452: Support Zeta EAD 18 Release (EA 16.1)"	"PI 16"	"New"	"1"	""
"1013408"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Loretta"	"EA 15.4"	"New"	"2"	""
"1013407"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Loretta"	"EA 15.3"	"New"	"3"	""
"1013406"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown -Leslie"	"EA 15.2"	"Done"	"2"	""
"1013405"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Loretta"	"EA 15.1"	"Invalid"	"0"	""
"1013404"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Hy"	"EA 15.4"	"New"	"3"	""
"1013403"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Hy"	"EA 15.3"	"New"	"5"	""
"1013402"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Hy"	"EA 15.2"	"Done"	"3"	""
"1013400"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Hy"	"EA 15.1"	"Done"	"2"	""
"1013399"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Anton"	"EA 15.4"	"New"	"3"	""
"1013396"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Anton"	"EA 15.3"	"Implementing"	"5"	""
"1013394"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Anton"	"EA 15.2"	"Done"	"5"	""
"1013393"	"#1003390"	"Story"	"Feature 1003390: MFR 3 – CSE Performs initial Cybersecurity Assessment (Part 2)"	"EA 14.4"	"Invalid"	"0"	""
"1013392"	"#380808"	"Story"	"Re-Scan and STIG Nutanix after the 6/26 IA refresh date."	"EA 16.2"	"New"	"8"	""
"1013390"	"#380808"	"Story"	"Address issues from IA Refresh Scan/STIG of Nutanix 360"	"PI 16"	"New"	"5"	""
"1013389"	"#384036"	"Story"	"Feature 384036: Continue IETM Analysis for Nutanix"	"EA 14.4"	"Done"	"3"	""
"1013388"	"#384036"	"Story"	"Feature 384036: Continue IETM Analysis for Nutanix"	"EA 14.4"	"Done"	"3"	""
"1013378"	"#384036"	"Story"	"Feature 384036: Initial IETM Analysis for Nutanix"	"EA 14.3"	"Done"	"2"	""
"1013364"	"#354174"	"Story"	"UX support for creation and review of IETM procedures related to monitoring Splunk Health (Feature 354174)"	"EA 14.3"	"Done"	"3"	""
"1013363"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Anton"	"EA 15.1"	"Done"	"5"	""
"1013361"	"#354174"	"Story"	"Update routine maintenance procedure for Cluster Master and Deployment Server (Feature 354174)"	"EA 14.3"	"Done"	"5"	""
"1013353"	"#1011001"	"Story"	"Investigate and determine if there are indications within PM or alarm data that indicate preemption/congestion"	"EA 15.1"	"Invalid"	"0"	""
"1013334"	"#378964"	"Task"	"Sonia Montalvo-Johnson PTO (EA 16.4 (8/6 - 8/11))"	"EA 16.4"	"New"	""	""
"1013333"	"#379175"	"Task"	"Sonia Montalvo-Johnson PTO (EA 16.4 (8/6 - 8/11))"	"EA 16.4"	"New"	""	""
"1013332"	"#279283"	"Story"	"Lab - TXO Ericcson - Finalize TXO RBS document"	"EA 14.3"	"Done"	"2"	""
"1013331"	""	"Problem"	"fiber mux software installation verification instructions are incorrect"	"Unassigned"	"Assessing"	""	""
"1013308"	"#1001912"	"Story"	"Feature 1001912: Softphone: PWI Burndown"	"EA 14.4"	"Done"	"2"	""
"1013303"	"#1013292"	"Story"	"Networking SME Support for Engineering Studies"	"PI 17"	"New"	"3"	""
"1013302"	"#1013292"	"Story"	"SIC SME Support for Engineering Studies"	"PI 17"	"New"	"3"	""
"1013301"	"#1013292"	"Story"	"Core SME Support for Engineering Studies"	"PI 17"	"New"	"3"	""
"1013300"	"#1013292"	"Story"	"WWTS SME Support for Engineering Studies"	"PI 17"	"New"	"3"	""
"1013299"	"#1013292"	"Story"	"IA SME Support for Engineering Studies"	"PI 17"	"New"	"3"	""
"1013298"	"#1013292"	"Story"	"IA SME Support for Engineering Studies"	"PI 16"	"New"	"3"	""
"1013297"	"#1013292"	"Story"	"Networking SME Support for Engineering Studies"	"PI 16"	"New"	"3"	""
"1013296"	"#1013292"	"Story"	"SIC SME Support for Engineering Studies"	"PI 16"	"New"	"3"	""
"1013295"	"#1013292"	"Story"	"Core SME Support for Engineering Studies"	"PI 16"	"New"	"3"	""
"1013294"	"#1013292"	"Story"	"WWTS SME Support for Engineering Studies"	"PI 16"	"New"	"3"	""
"1013290"	"#1013284"	"Story"	"Conduct and Deliver TO-6 Engineering Studies"	"PI 17"	"Invalid"	"0"	""
"1013289"	"#1013284"	"Story"	"Conduct and Deliver TO-6 Engineering Studies"	"PI 17"	"New"	"8"	""
"1013288"	"#1013284"	"Story"	"Conduct and Deliver TO-6 Engineering Studies"	"PI 16"	"New"	"8"	""
"1013287"	"#1013284"	"Story"	"Conduct and Deliver TO-6 Engineering Studies"	"PI 16"	"New"	"5"	""
"1013286"	"#1013284"	"Story"	"Conduct and Deliver TO-6 Engineering Studies"	"PI 17"	"New"	"5"	""
"1013285"	"#1013284"	"Story"	"Conduct and Deliver TO-6 Engineering Studies"	"PI 16"	"New"	"8"	""
"1013283"	"#1013280"	"Story"	"Plan for TO-6  Trade Studies"	"PI 16"	"New"	"1"	""
"1013282"	"#1013280"	"Story"	"Plan for TO-6 Trade Studies"	"PI 16"	"New"	"2"	""
"1013281"	"#1013280"	"Story"	"Plan for TO-6 Trade Studies"	"PI 16"	"New"	"3"	""
"1013280"	"#1013279"	"Feature"	"Plan for TO-6 Engineering Studies"	"PI 16 - Candidate"	"Analyzing"	""	""
"1013278"	""	"Task"	"Feature 384036 Nutanix: SVD Work (Load Balancer) Container Task"	"PI 14"	"Invalid"	""	""
"1013277"	"#1013271"	"Task"	"Feature 384036 Nutanix: SVD Work (Firewall) Container Task"	"PI 14"	"Invalid"	""	""
"1013276"	"#1013271"	"Task"	"Feature 384036 Nutanix: SVD Work (Router) Container Task"	"PI 14"	"Invalid"	""	""
"1013275"	"#1013271"	"Task"	"Feature 384036 Nutanix: SVD Work (Extreme Switch) Container Task"	"PI 14"	"Invalid"	""	""
"1013274"	"#1013271"	"Task"	"Feature 384036 Nutanix: SVD Work (Nutanix) Container Task"	"PI 14"	"Invalid"	""	""
